TransactionID,TransactionDate,CustomerID,TransactionType,Category,Amount,BalanceAfterTxn,PaymentMode,Merchant,IsFraudulent
TXN501244,2025-10-21 16:31:48,CUST2352,Debit,Healthcare,2526.42,378843.48,Debit Card,Swiggy,No
TXN507302,2025-10-21 18:24:19,CUST2055,Debit,Rent,2230.66,111401.62,Debit Card,Uber,No
TXN502791,2025-10-21 20:37:28,CUST2226,Debit,Rent,3919.93,200803.13,Net Banking,HDFC Bank,No
TXN507180,2025-10-21 23:32:08,CUST2512,Credit,Investment Return,39549.27,399201.21,Debit Card,Amazon,No
TXN505943,2025-10-21 23:52:25,CUST2332,Debit,Entertainment,1285.17,82086.79,Debit Card,HDFC Bank,No
TXN504090,2025-10-22 01:02:28,CUST2400,Debit,Dining,5426.62,186301.01,Net Banking,Uber,No
TXN502133,2025-10-22 02:43:49,CUST2521,Debit,EMI - Loan,1102.46,378101.9,Debit Card,Amazon,No
TXN507579,2025-10-22 05:06:21,CUST2118,Debit,EMI - Loan,1537.44,163090.0,Cash,Reliance Digital,No
TXN501031,2025-10-22 06:26:59,CUST2028,Debit,Insurance Premium,485.91,73566.15,UPI,Reliance Digital,No
TXN501388,2025-10-22 10:03:19,CUST2094,Debit,Insurance Premium,1752.9,477367.26,UPI,IRCTC,No
TXN504983,2025-10-22 11:30:05,CUST2396,Debit,Utilities,2137.84,226400.37,Net Banking,Amazon,No
TXN507325,2025-10-22 12:18:25,CUST2072,Debit,Shopping,2947.97,32359.6,Debit Card,HDFC Bank,No
TXN504060,2025-10-22 15:57:41,CUST2302,Credit,Freelance Income,39052.37,210903.6,UPI,LIC,No
TXN501564,2025-10-22 20:00:14,CUST2033,Debit,Dining,7335.37,1400.62,Debit Card,Reliance Digital,No
TXN503083,2025-10-22 20:29:35,CUST2095,Debit,Healthcare,162.61,389316.37,UPI,Swiggy,No
TXN506709,2025-10-23 01:32:53,CUST2465,Debit,Healthcare,1018.4,335927.14,Net Banking,HDFC Bank,No
TXN500559,2025-10-23 01:50:47,CUST2590,Debit,Groceries,1375.43,98940.39,Credit Card,HDFC Bank,No
TXN505297,2025-10-23 02:32:44,CUST2025,Debit,Dining,1517.14,191392.63,Debit Card,Uber,No
TXN502321,2025-10-23 03:17:17,CUST2548,Debit,Rent,4602.55,,Debit Card,LIC,No
TXN503225,2025-10-23 03:59:55,CUST2447,Debit,Utilities,2845.54,163220.65,Net Banking,Uber,No
TXN507920,2025-10-23 08:01:24,CUST2238,Debit,EMI - Loan,3031.98,384475.89,Credit Card,HDFC Bank,No
TXN504113,2025-10-23 09:13:35,CUST2477,Debit,Healthcare,10858.25,158527.8,Cash,Employer Payroll,No
TXN507356,2025-10-23 10:24:00,CUST2084,Debit,Dining,13340.1,294156.32,Debit Card,IRCTC,No
TXN504179,2025-10-23 13:26:09,CUST2180,Debit,Travel,766.67,483619.25,UPI,Mutual Fund SIP,No
TXN505050,2025-10-23 18:09:14,CUST2470,Debit,Insurance Premium,4954.09,302537.43,Cheque,Netflix,No
TXN506527,2025-10-23 19:04:11,CUST2204,Debit,Groceries,1751.36,479290.96,UPI,Local Store,No
TXN502044,2025-10-23 19:25:13,CUST2409,Credit,Salary,85059.66,292632.66,Cash,Employer Payroll,No
TXN503368,2025-10-23 20:14:43,CUST2487,Credit,Freelance Income,45493.08,211923.05,Cash,Mutual Fund SIP,No
TXN502925,2025-10-23 20:32:57,CUST2585,Debit,EMI - Loan,5421.24,297474.94,UPI,Zomato,No
TXN500409,2025-10-24 01:08:02,CUST2314,Credit,Interest Credit,84335.37,125747.87,Net Banking,IRCTC,No
TXN502350,2025-10-24 01:16:49,CUST2051,Debit,Rent,9159.93,7863.01,UPI,Amazon,No
TXN506050,2025-10-24 06:46:22,CUST2173,Debit,Shopping,4417.36,188817.13,,Mutual Fund SIP,No
TXN506228,2025-10-24 12:56:07,CUST2483,Debit,EMI - Loan,10321.3,46139.39,UPI,BigBasket,No
TXN502375,2025-10-24 13:56:12,CUST2430,Credit,Refund,49747.06,282963.93,UPI,HDFC Bank,No
TXN504704,2025-10-24 17:04:54,CUST2389,Debit,EMI - Loan,3899.82,92843.45,UPI,Zomato,No
TXN504512,2025-10-24 19:52:53,CUST2309,Debit,Groceries,183.54,444033.33,Net Banking,Employer Payroll,No
TXN501881,2025-10-24 20:03:04,CUST2152,Debit,Entertainment,5377.37,335004.96,Debit Card,HDFC Bank,No
TXN500765,2025-10-24 20:09:02,CUST2314,Credit,Interest Credit,26811.28,71170.09,UPI,Mutual Fund SIP,No
TXN506085,2025-10-24 20:31:26,CUST2180,Debit,Insurance Premium,825.45,271307.42,UPI,Amazon,No
TXN500335,2025-10-24 22:43:22,CUST2213,Debit,Entertainment,2239.01,419674.01,Cheque,Employer Payroll,No
TXN503714,2025-10-25 00:22:30,CUST2490,Debit,Entertainment,337.6,29573.35,Credit Card,Netflix,No
TXN502114,2025-10-25 00:54:27,CUST2088,Debit,EMI - Loan,777.41,197716.26,Net Banking,IRCTC,No
TXN507286,2025-10-25 01:36:45,CUST2060,Debit,Healthcare,617.89,47207.45,Debit Card,BigBasket,No
TXN505768,2025-10-25 02:02:19,CUST2042,Credit,Interest Credit,30390.8,478274.33,Net Banking,Amazon,No
TXN505498,2025-10-25 04:34:15,CUST2026,Credit,Investment Return,12201.54,407738.78,Cash,Swiggy,No
TXN502963,2025-10-25 06:17:15,CUST2023,Debit,EMI - Loan,8806.38,349463.49,Cash,Zomato,No
TXN504930,2025-10-25 07:16:38,CUST2414,Debit,Shopping,3569.54,137892.79,Net Banking,LIC,No
TXN505895,2025-10-25 07:23:19,CUST2053,Debit,Insurance Premium,2441.29,310183.81,UPI,Swiggy,No
TXN500272,2025-10-25 08:00:29,CUST2112,Debit,Insurance Premium,799.12,331677.87,UPI,Electricity Board,No
TXN506498,2025-10-25 09:10:01,CUST2052,Debit,Dining,4058.7,,UPI,Apollo Pharmacy,No
TXN507345,2025-10-25 09:14:17,CUST2276,Debit,Travel,305.65,176081.8,Credit Card,Zomato,No
TXN507730,2025-10-25 11:05:48,CUST2381,Credit,Investment Return,45010.54,245359.3,Debit Card,Employer Payroll,No
TXN505244,2025-10-25 12:19:25,CUST2349,Debit,Travel,806.02,435315.72,Debit Card,Zomato,No
TXN505778,2025-10-25 14:18:00,CUST2537,Debit,EMI - Loan,6211.21,393802.01,UPI,LIC,No
TXN503005,2025-10-25 15:19:57,CUST2094,Debit,Utilities,4583.96,137828.88,Cheque,Netflix,No
TXN501446,2025-10-25 16:45:28,CUST2478,Debit,Travel,209.51,240143.55,UPI,BigBasket,No
TXN503073,2025-10-25 19:47:15,CUST2094,Credit,Investment Return,60609.6,69222.95,UPI,LIC,No
TXN504217,2025-10-25 20:42:03,CUST2255,Debit,Utilities,7337.96,371777.46,UPI,Uber,No
TXN506283,2025-10-25 22:23:45,CUST2530,Debit,EMI - Loan,676.83,470593.15,Debit Card,Mutual Fund SIP,No
TXN505603,2025-10-25 23:52:48,CUST2052,Debit,Travel,502.92,118368.62,Credit Card,Netflix,No
TXN502434,2025-10-25 23:53:04,CUST2355,Debit,Rent,6016.09,453452.51,Debit Card,Reliance Digital,No
TXN504583,2025-10-26 02:34:56,CUST2383,Debit,Utilities,2656.78,301091.12,Credit Card,LIC,No
TXN502922,2025-10-26 02:34:59,CUST2573,Debit,Travel,4293.17,434377.51,Debit Card,Reliance Digital,No
TXN504016,2025-10-26 07:48:24,CUST2590,Debit,Insurance Premium,9568.99,466104.99,Net Banking,Apollo Pharmacy,No
TXN500350,2025-10-26 09:10:14,CUST2124,Debit,Rent,1379.78,259244.09,UPI,Amazon,No
TXN501147,2025-10-26 09:52:32,CUST2493,Debit,Shopping,1200.21,177919.04,UPI,LIC,No
TXN505582,2025-10-26 11:51:15,CUST2279,Debit,Entertainment,7701.76,366441.03,UPI,Uber,No
TXN504501,2025-10-26 15:54:41,CUST2492,Credit,Freelance Income,15797.41,308134.0,Debit Card,Amazon,No
TXN502251,2025-10-26 16:44:20,CUST2524,Debit,Groceries,1619.79,126703.01,UPI,Local Store,No
TXN506284,2025-10-26 19:40:31,CUST2535,Credit,Interest Credit,21675.21,64162.69,Debit Card,Netflix,No
TXN505034,2025-10-26 21:39:23,CUST2245,Debit,Groceries,415.62,187167.94,Cash,Uber,No
TXN502284,2025-10-27 01:09:45,CUST2540,Credit,Investment Return,108197.18,224391.97,Credit Card,IRCTC,No
TXN503275,2025-10-27 01:31:02,CUST2507,Debit,Healthcare,1015.25,86419.97,Credit Card,BigBasket,No
TXN503852,2025-10-27 03:46:50,CUST2171,Debit,Insurance Premium,7983.78,300916.41,Net Banking,Mutual Fund SIP,No
TXN501745,2025-10-27 06:32:50,CUST2157,Debit,Healthcare,856.1,475221.41,,Zomato,No
TXN503607,2025-10-27 08:16:17,CUST2520,Credit,Salary,8569.5,116226.53,UPI,IRCTC,No
TXN502532,2025-10-27 10:12:28,CUST2262,Credit,Investment Return,46455.81,168717.62,Cheque,Employer Payroll,No
TXN503092,2025-10-27 11:23:34,CUST2369,Debit,Rent,409.04,344133.51,Debit Card,Zomato,No
TXN501144,2025-10-27 13:04:00,CUST2303,Debit,Healthcare,2842.45,61255.92,,Electricity Board,No
TXN506488,2025-10-27 13:50:12,CUST2539,Debit,Healthcare,2053.18,304925.07,Debit Card,Employer Payroll,No
TXN507455,2025-10-27 20:59:15,CUST2084,Credit,Refund,66182.44,16984.86,Debit Card,HDFC Bank,No
TXN506211,2025-10-27 21:38:44,CUST2587,Debit,Healthcare,4685.92,144328.5,Debit Card,Apollo Pharmacy,No
TXN501023,2025-10-27 21:55:50,CUST2243,Debit,EMI - Loan,1594.27,181665.54,Cheque,Reliance Digital,No
TXN500885,2025-10-28 00:08:44,CUST2012,Debit,Groceries,1950.35,297027.51,UPI,HDFC Bank,No
TXN507967,2025-10-28 00:20:06,CUST2071,Debit,Shopping,3384.96,143005.71,UPI,LIC,No
TXN500296,2025-10-28 01:39:45,CUST2166,Credit,Freelance Income,64660.09,198510.16,Debit Card,Swiggy,No
TXN503043,2025-10-28 07:25:10,CUST2216,Credit,Interest Credit,48778.44,368328.71,Cash,BigBasket,No
TXN505797,2025-10-28 10:33:57,CUST2000,Debit,Travel,572.27,118042.67,Debit Card,Zomato,No
TXN507816,2025-10-28 13:32:17,CUST2384,Debit,Entertainment,3656.2,329770.2,UPI,BigBasket,No
TXN507946,2025-10-28 14:41:40,CUST2121,Debit,EMI - Loan,994.38,121725.87,UPI,Netflix,No
TXN504922,2025-10-28 15:17:21,CUST2248,Debit,Entertainment,16880.98,93208.6,Cheque,Amazon,No
TXN507952,2025-10-28 15:55:42,CUST2499,Debit,Entertainment,758.76,458883.89,Credit Card,Apollo Pharmacy,No
TXN504229,2025-10-28 18:57:51,CUST2116,Debit,EMI - Loan,3231.9,326244.32,Debit Card,Electricity Board,No
TXN503436,2025-10-28 20:27:27,CUST2233,Credit,Salary,40326.88,424536.37,Debit Card,IRCTC,No
TXN507308,2025-10-28 20:44:55,CUST2325,Debit,Groceries,334.76,46974.02,UPI,Zomato,No
TXN501725,2025-10-28 21:42:37,CUST2563,Debit,Healthcare,4117.38,81418.0,UPI,IRCTC,No
TXN504675,2025-10-29 00:28:28,CUST2080,Debit,Rent,1948.02,347030.27,UPI,Uber,No
TXN501371,2025-10-29 00:33:57,CUST2497,Debit,Travel,1496.76,120309.8,Credit Card,LIC,No
TXN507710,2025-10-29 00:37:00,CUST2383,Debit,Entertainment,1539.06,232131.2,,LIC,No
TXN500118,2025-10-29 01:57:23,CUST2518,Debit,Shopping,2204.15,255412.95,UPI,BigBasket,No
TXN501146,2025-10-29 03:32:50,CUST2553,Debit,Insurance Premium,50.0,38025.81,Credit Card,IRCTC,No
TXN501699,2025-10-29 04:06:44,CUST2406,Credit,Interest Credit,10632.54,474949.16,UPI,Swiggy,No
TXN506422,2025-10-29 04:20:40,CUST2064,Debit,EMI - Loan,1447.46,203685.04,UPI,HDFC Bank,No
TXN500160,2025-10-29 11:21:31,CUST2183,Debit,Dining,286.2,381110.67,Credit Card,Zomato,No
TXN501480,2025-10-29 11:33:37,CUST2439,Debit,EMI - Loan,7011.6,313768.09,Net Banking,Electricity Board,No
TXN502533,2025-10-29 13:03:52,CUST2094,Debit,EMI - Loan,265.81,128447.9,,Employer Payroll,No
TXN506413,2025-10-29 16:37:56,CUST2055,Debit,Groceries,4157.99,434936.64,Net Banking,Local Store,No
TXN501518,2025-10-29 17:21:17,CUST2549,Debit,Dining,424.27,201252.22,Cash,IRCTC,No
TXN500728,2025-10-29 19:23:19,CUST2175,Credit,Salary,38250.23,458898.44,UPI,HDFC Bank,No
TXN503919,2025-10-29 20:31:11,CUST2236,Debit,Healthcare,1161.24,323454.46,Debit Card,Local Store,No
TXN504096,2025-10-29 21:30:53,CUST2547,Debit,Utilities,4986.76,118363.42,Credit Card,Swiggy,No
TXN507945,2025-10-30 02:16:37,CUST2124,Debit,Travel,2969.0,24214.96,Debit Card,Swiggy,No
TXN504606,2025-10-30 02:48:39,CUST2023,Debit,Dining,7658.41,476731.85,Credit Card,Local Store,No
TXN504606,2025-10-30 02:48:39,CUST2023,Debit,Dining,7658.41,476731.85,Credit Card,Local Store,No
TXN506129,2025-10-30 03:26:20,CUST2291,Debit,Healthcare,718.79,454283.21,Credit Card,HDFC Bank,No
TXN500394,2025-10-30 06:50:43,CUST2473,Debit,Shopping,123.56,180245.85,Debit Card,Amazon,No
TXN506216,2025-10-30 07:28:03,CUST2369,Debit,EMI - Loan,2999.7,442981.12,Debit Card,Electricity Board,No
TXN501629,2025-10-30 08:01:25,CUST2574,Debit,Travel,237.43,194916.52,UPI,IRCTC,No
TXN503946,2025-10-30 08:05:56,CUST2366,Debit,EMI - Loan,1686.29,496751.82,Credit Card,Electricity Board,No
TXN502425,2025-10-30 12:05:19,CUST2574,Credit,Investment Return,62582.53,181581.18,Cash,Swiggy,No
TXN506874,2025-10-30 14:18:05,CUST2140,Debit,EMI - Loan,3081.82,228787.0,Net Banking,Reliance Digital,No
TXN500573,2025-10-30 17:10:37,CUST2042,Debit,Dining,361.29,299374.89,Debit Card,Mutual Fund SIP,No
TXN504128,2025-10-30 18:09:02,CUST2541,Debit,Travel,3182.73,123083.32,Debit Card,Reliance Digital,No
TXN500222,2025-10-30 19:32:04,CUST2197,Debit,Healthcare,1330.97,384604.15,Net Banking,Apollo Pharmacy,No
TXN505665,2025-10-30 20:43:13,CUST2357,Debit,Utilities,8128.13,208238.9,UPI,Uber,No
TXN501716,2025-10-31 01:40:49,CUST2373,Credit,Investment Return,93117.35,412411.77,Net Banking,LIC,No
TXN500101,2025-10-31 02:09:53,CUST2202,Debit,EMI - Loan,3746.72,69363.81,Debit Card,Mutual Fund SIP,No
TXN500999,2025-10-31 02:37:22,CUST2312,Debit,Dining,3289.74,,UPI,,No
TXN505808,2025-10-31 06:44:17,CUST2301,Debit,Travel,944.28,5074.0,UPI,Amazon,No
TXN505905,2025-10-31 08:53:05,CUST2111,Debit,Utilities,3871.24,453392.31,Credit Card,Uber,No
TXN506779,2025-10-31 10:48:48,CUST2493,Credit,Investment Return,60396.25,187728.01,Cash,Apollo Pharmacy,No
TXN507944,2025-10-31 12:19:26,CUST2468,Credit,Salary,70497.06,93419.6,Net Banking,Mutual Fund SIP,No
TXN501259,2025-10-31 13:43:44,CUST2017,Debit,Shopping,82.79,428858.6,Credit Card,Local Store,No
TXN507170,2025-10-31 13:55:04,CUST2192,Debit,EMI - Loan,374.84,169887.93,Cheque,Zomato,No
TXN507502,2025-10-31 18:37:07,CUST2195,Debit,EMI - Loan,506.84,12203.71,Cheque,Apollo Pharmacy,No
TXN505708,2025-11-01 03:33:19,CUST2033,Debit,Dining,13442.73,168291.32,UPI,Local Store,No
TXN506931,2025-11-01 05:43:52,CUST2260,Debit,Healthcare,3230.61,224583.75,Credit Card,Amazon,No
TXN506020,2025-11-01 08:34:57,CUST2565,Credit,Freelance Income,13838.55,194294.37,Debit Card,Apollo Pharmacy,No
TXN505721,2025-11-01 11:04:31,CUST2072,Credit,Interest Credit,41725.99,,,Uber,No
TXN501636,2025-11-01 12:09:30,CUST2392,Debit,EMI - Loan,5819.48,,Credit Card,Swiggy,No
TXN506437,2025-11-01 12:25:22,CUST2553,Debit,Entertainment,1270.61,302822.8,Cheque,IRCTC,No
TXN500772,2025-11-01 14:51:45,CUST2367,Debit,Rent,5756.68,367121.46,Net Banking,,No
TXN502005,2025-11-01 15:15:36,CUST2549,Debit,Groceries,597.2,179208.32,Credit Card,HDFC Bank,No
TXN507618,2025-11-01 15:47:51,CUST2566,Debit,Rent,1950.34,454063.26,Cheque,Swiggy,No
TXN503638,2025-11-01 19:57:55,CUST2393,Debit,Entertainment,634.6,454227.79,UPI,Apollo Pharmacy,No
TXN505136,2025-11-01 20:17:08,CUST2546,Debit,Rent,8356.51,172927.75,UPI,Mutual Fund SIP,No
TXN507844,2025-11-01 22:55:31,CUST2064,Debit,Healthcare,1233.88,352105.72,Debit Card,BigBasket,No
TXN507092,2025-11-01 23:37:01,CUST2146,Credit,Refund,17929.05,100658.1,UPI,Electricity Board,No
TXN505960,2025-11-02 00:03:07,CUST2222,Debit,Entertainment,4494.97,179735.45,UPI,BigBasket,No
TXN505370,2025-11-02 02:12:00,CUST2201,Debit,Travel,2770.61,47069.59,Credit Card,LIC,No
TXN500138,2025-11-02 06:33:33,CUST2474,Debit,Shopping,3319.85,395962.29,Net Banking,IRCTC,No
TXN502492,2025-11-02 07:06:06,CUST2467,Debit,Shopping,86.53,121053.97,UPI,Apollo Pharmacy,No
TXN502800,2025-11-02 11:21:20,CUST2495,Debit,Healthcare,380.43,250437.39,Net Banking,Apollo Pharmacy,No
TXN507033,2025-11-02 12:42:41,CUST2103,Debit,Shopping,9954.43,10116.09,Credit Card,Reliance Digital,No
TXN500599,2025-11-02 12:43:02,CUST2537,Debit,Groceries,50.0,481879.51,Debit Card,Amazon,No
TXN503418,2025-11-02 14:37:58,CUST2323,Debit,Groceries,2619.73,321458.86,UPI,Uber,No
TXN505040,2025-11-02 15:27:42,CUST2186,Debit,Utilities,1304.21,344930.61,UPI,BigBasket,No
TXN504885,2025-11-02 17:13:12,CUST2373,Debit,Utilities,1743.47,495177.59,Net Banking,Local Store,No
TXN502215,2025-11-02 17:31:26,CUST2274,Debit,Utilities,1118.51,172560.8,UPI,Mutual Fund SIP,No
TXN504845,2025-11-02 17:53:55,CUST2314,Debit,Groceries,843.71,26562.07,UPI,Mutual Fund SIP,No
TXN502658,2025-11-02 18:27:05,CUST2402,Debit,Entertainment,1224.99,389569.22,Debit Card,Swiggy,No
TXN502658,2025-11-02 18:27:05,CUST2402,Debit,Entertainment,1224.99,389569.22,Debit Card,Swiggy,No
TXN503815,2025-11-02 21:47:44,CUST2052,Debit,Groceries,496.26,102437.24,,Employer Payroll,No
TXN506861,2025-11-02 23:40:10,CUST2583,Debit,Shopping,3286.28,443178.16,Debit Card,BigBasket,No
TXN506303,2025-11-03 00:23:21,CUST2591,Credit,Refund,52541.16,77690.99,UPI,Mutual Fund SIP,No
TXN503444,2025-11-03 01:35:01,CUST2305,Debit,EMI - Loan,2473.41,196558.94,Cash,IRCTC,No
TXN506698,2025-11-03 07:50:00,CUST2349,Debit,EMI - Loan,3902.86,86880.29,Net Banking,,No
TXN502957,2025-11-03 10:58:33,CUST2057,Debit,Shopping,7075.65,228395.07,UPI,,No
TXN502696,2025-11-03 11:05:58,CUST2331,Debit,EMI - Loan,1137.34,420294.79,Credit Card,Uber,No
TXN507459,2025-11-03 13:44:19,CUST2349,Debit,Rent,703.89,298231.09,UPI,Employer Payroll,No
TXN500125,2025-11-03 18:13:58,CUST2281,Credit,Salary,34202.03,1535.29,Debit Card,Mutual Fund SIP,No
TXN507948,2025-11-03 23:34:04,CUST2234,Debit,Healthcare,1297.46,336421.66,UPI,HDFC Bank,No
TXN501415,2025-11-04 00:19:01,CUST2484,Debit,Dining,3509.81,332553.06,Net Banking,Reliance Digital,No
TXN502554,2025-11-04 01:00:20,CUST2295,Debit,Shopping,9151.67,24440.15,Credit Card,Electricity Board,No
TXN505208,2025-11-04 05:13:07,CUST2166,Debit,Groceries,1813.84,7395.44,Cash,Electricity Board,No
TXN502238,2025-11-04 06:00:24,CUST2131,Debit,Utilities,7899.52,9618.64,Net Banking,Zomato,No
TXN500698,2025-11-04 08:00:26,CUST2586,Debit,EMI - Loan,2452.02,80930.65,Credit Card,Netflix,No
TXN504539,2025-11-04 14:22:10,CUST2183,Credit,Investment Return,13111.68,257304.28,Debit Card,Amazon,No
TXN506957,2025-11-04 17:00:30,CUST2453,Debit,Healthcare,4165.78,113483.87,UPI,Swiggy,No
TXN507311,2025-11-04 19:00:29,CUST2062,Debit,Utilities,3071.9,,Net Banking,IRCTC,No
TXN501805,2025-11-04 20:08:45,CUST2049,Debit,Entertainment,1717.12,240897.74,Cheque,HDFC Bank,No
TXN504004,2025-11-05 00:04:11,CUST2003,Debit,Dining,2396.9,98187.58,Cheque,Netflix,No
TXN501441,2025-11-05 00:05:21,CUST2200,Debit,Travel,4328.07,378643.61,UPI,Amazon,No
TXN500516,2025-11-05 05:30:41,CUST2010,Debit,EMI - Loan,2546.7,380504.95,Credit Card,BigBasket,No
TXN500177,2025-11-05 07:33:44,CUST2235,Debit,Travel,2971.65,255119.75,Cheque,LIC,No
TXN501948,2025-11-05 07:49:19,CUST2502,Debit,Groceries,162.74,460473.19,UPI,Zomato,No
TXN505436,2025-11-05 08:01:44,CUST2596,Debit,Entertainment,1189.43,43811.32,Debit Card,Uber,No
TXN504811,2025-11-05 08:23:20,CUST2308,Debit,Groceries,362.19,1256.42,Debit Card,Mutual Fund SIP,No
TXN501706,2025-11-05 11:05:23,CUST2570,Debit,Healthcare,8066.53,249094.09,UPI,Local Store,No
TXN505148,2025-11-05 13:14:53,CUST2150,Debit,Shopping,77.61,234400.21,UPI,Employer Payroll,No
TXN504457,2025-11-05 16:20:32,CUST2181,Credit,Freelance Income,19204.5,20943.29,Credit Card,IRCTC,No
TXN503786,2025-11-05 18:45:12,CUST2369,Debit,Utilities,1085.91,37399.11,Debit Card,Uber,No
TXN504720,2025-11-05 20:07:17,CUST2436,Credit,Salary,54242.11,337180.08,Credit Card,HDFC Bank,No
TXN500298,2025-11-05 21:07:34,CUST2172,Debit,Entertainment,212.03,234873.42,UPI,Local Store,No
TXN501058,2025-11-05 23:14:41,CUST2424,Credit,Refund,51427.15,408787.39,Debit Card,Netflix,No
TXN500893,2025-11-06 02:22:32,CUST2357,Debit,EMI - Loan,1080.92,438860.01,,LIC,No
TXN503585,2025-11-06 02:49:13,CUST2070,Debit,Shopping,7992.96,216080.27,Credit Card,Netflix,No
TXN503828,2025-11-06 04:50:44,CUST2422,Debit,Groceries,779.29,292768.49,Cash,Mutual Fund SIP,No
TXN500962,2025-11-06 04:51:35,CUST2534,Debit,Rent,4566.74,294456.72,Cash,Mutual Fund SIP,No
TXN500405,2025-11-06 10:28:18,CUST2407,Debit,Healthcare,1350.1,12480.74,Debit Card,Mutual Fund SIP,No
TXN501521,2025-11-06 10:47:20,CUST2143,Credit,Interest Credit,65803.76,142681.34,Cheque,Amazon,No
TXN503939,2025-11-06 11:45:20,CUST2373,Debit,Shopping,735.13,259344.4,UPI,Netflix,No
TXN504819,2025-11-06 19:56:08,CUST2216,Credit,Interest Credit,43453.83,470009.48,Credit Card,Reliance Digital,No
TXN501332,2025-11-07 00:21:32,CUST2454,Debit,Healthcare,2682.12,145948.85,Cash,BigBasket,No
TXN507726,2025-11-07 01:23:59,CUST2390,Debit,Rent,6550.18,15956.62,Cash,LIC,No
TXN500299,2025-11-07 01:50:14,CUST2390,Debit,Healthcare,1098.61,46978.29,UPI,Swiggy,No
TXN502710,2025-11-07 09:34:46,CUST2162,Debit,Shopping,1671.23,389007.65,Credit Card,Swiggy,No
TXN501544,2025-11-07 11:36:03,CUST2084,Debit,Rent,1222.72,304708.05,UPI,HDFC Bank,No
TXN501000,2025-11-07 12:17:19,CUST2489,Debit,Entertainment,1198.42,8026.22,Net Banking,Apollo Pharmacy,No
TXN501451,2025-11-07 17:14:27,CUST2300,Credit,Interest Credit,2427.09,196886.58,Net Banking,Uber,No
TXN504199,2025-11-07 17:43:00,CUST2344,Debit,Utilities,2375.12,497387.72,Credit Card,IRCTC,No
TXN504478,2025-11-07 18:00:44,CUST2571,Credit,Refund,68182.38,414645.51,UPI,HDFC Bank,No
TXN503086,2025-11-07 18:42:06,CUST2414,Credit,Freelance Income,16353.96,276724.43,Debit Card,Electricity Board,No
TXN500882,2025-11-07 18:59:19,CUST2405,Debit,Rent,1372.07,203877.72,Debit Card,Reliance Digital,No
TXN503193,2025-11-07 21:11:53,CUST2066,Debit,Insurance Premium,4928.86,136569.74,Credit Card,Electricity Board,No
TXN507198,2025-11-08 02:36:59,CUST2239,Debit,EMI - Loan,680.3,387590.28,Cash,Apollo Pharmacy,No
TXN506379,2025-11-08 05:29:45,CUST2469,Credit,Salary,68927.73,246673.82,Debit Card,Local Store,No
TXN506980,2025-11-08 05:58:52,CUST2491,Debit,Shopping,2486.71,174656.89,UPI,BigBasket,No
TXN501294,2025-11-08 16:17:36,CUST2471,Debit,Insurance Premium,5950.65,288737.79,Cheque,Swiggy,No
TXN503110,2025-11-08 19:29:30,CUST2445,Credit,Investment Return,54028.92,48856.85,UPI,Electricity Board,No
TXN503156,2025-11-08 20:54:49,CUST2567,Credit,Interest Credit,64225.65,69067.96,Net Banking,Electricity Board,No
TXN500919,2025-11-09 01:15:22,CUST2480,Credit,Investment Return,47515.76,307054.9,UPI,Amazon,No
TXN504262,2025-11-09 02:17:45,CUST2160,Debit,EMI - Loan,531.57,370470.75,Debit Card,BigBasket,No
TXN504495,2025-11-09 04:57:20,CUST2109,Debit,Rent,267.9,193477.48,Cash,Electricity Board,No
TXN500840,2025-11-09 06:38:10,CUST2282,Debit,Insurance Premium,641.24,200280.11,Net Banking,BigBasket,No
TXN506232,2025-11-09 06:43:58,CUST2340,Credit,Salary,77428.03,434126.71,UPI,Zomato,No
TXN503242,2025-11-09 10:36:09,CUST2074,Debit,Groceries,6512.07,301438.35,Debit Card,IRCTC,No
TXN504741,2025-11-09 14:41:55,CUST2196,Debit,Travel,1342.19,159921.03,Debit Card,Netflix,No
TXN506173,2025-11-09 17:10:03,CUST2031,Debit,Entertainment,1453.92,455202.2,Debit Card,Uber,No
TXN507000,2025-11-09 21:10:47,CUST2399,Debit,Insurance Premium,1498.85,421330.76,Net Banking,Uber,No
TXN506356,2025-11-09 22:05:40,CUST2121,Credit,Refund,42127.78,474374.51,UPI,Reliance Digital,No
TXN501255,2025-11-10 06:32:01,CUST2306,Debit,EMI - Loan,1682.56,220413.34,UPI,,No
TXN504064,2025-11-10 09:28:08,CUST2076,Debit,EMI - Loan,4149.8,220946.88,UPI,Reliance Digital,No
TXN503144,2025-11-10 11:54:46,CUST2209,Credit,Interest Credit,44456.16,475715.04,UPI,Apollo Pharmacy,No
TXN507760,2025-11-10 12:56:23,CUST2186,Debit,EMI - Loan,1492.83,383186.8,Cash,Employer Payroll,No
TXN501464,2025-11-10 14:21:28,CUST2121,Debit,Travel,6664.5,314861.41,UPI,HDFC Bank,No
TXN500010,2025-11-10 14:28:53,CUST2368,Debit,Groceries,100.22,370248.57,Credit Card,Zomato,No
TXN506225,2025-11-10 17:13:59,CUST2021,Debit,Utilities,3881.86,124258.9,Debit Card,LIC,No
TXN502456,2025-11-10 18:50:05,CUST2564,Debit,Dining,1818.34,368101.52,Net Banking,Swiggy,No
TXN505097,2025-11-10 18:54:28,CUST2060,Debit,Groceries,1363.63,455353.64,Cash,Employer Payroll,No
